class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,10766,na,398,286,0,0,0,0,0,148,28846,588682,797434,255780,6058,0,674474,0,104,0,984,2176,1403938,1173268,483164,198862,0,0,0,0,198,74,0,0,0,0,0,0,0,12896,1664052,0,5556,5146,4658,12908,32140,1608276,1804,4900,1444,116,1088386,476134,76876,18108,7886,4746,2798,1692,274,48,1888444,20,26,100,0,674474,31070,189566,291634,317200,na,na,na,na,na,na,na,161360,10766.21,1888444,1888444,1881044,3868,1690,65288,674820,1676948,1209600,61720,0,86,0,850738.56,232453.44,589859.52,156,480,0,152,15256,194216,797208,629252,36458,3976,430,0,40,46,1888444,na,2844,334,450710,177806,381546,635762,27946,0,0,0,404,112,844962,19574,0,268,0,0,867836,1792,542,0,0,20,233472,0,0,0,0,21290,1284,212,0,0,76618,14042,4900,2562,0,0,0,0,0,801.72,942,842832,342650,242606,81112,51970,25742,23678,66070,108,180,0,0
neg,63838,na,454,na,0,0,0,0,0,0,107102,1679538,1632774,288070,542,0,1906290,0,0,0,178,238,3354120,3039076,573096,264246,0,0,0,0,500,342,0,0,0,0,0,377760,1595434,832774,902058,0,2366,1306,1694,4726,1151194,2544108,2630,2,0,0,1528312,608318,358800,248662,200784,277244,451706,34200,0,0,3927810,0,54,2466,338,1906290,55120,331114,240550,183140,163920,169980,1310700,1310700,1310700,1310700,1310700,50700,63837.82,3927810,3927810,3896834,21790,337434,23308,293260,3708026,1209600,0,na,na,na,3332520,0,370566.72,na,na,0,0,10276,784396,1595308,1175782,124410,13956,3694,204,na,0,3927810,na,2530,510,53168,349042,120410,1749752,1423966,8524,124,0,na,na,na,na,na,na,na,na,na,2068,196,0,0,0,0,0,0,0,0,24098,38818,8830,0,0,110326,23244,4037080,642968,0,0,0,0,9514950,na,na,403908,464830,362262,223828,531116,561270,468528,267330,421392,3562,0,0
neg,1440,na,112,104,0,0,0,0,0,0,64,6566,63448,13762,0,0,29790,0,0,0,0,0,80384,74532,9934,3966,0,0,0,0,108,40,0,0,0,0,0,0,46262,36548,1030,0,1096,6,32,26,9484,72770,426,0,0,0,32216,38922,8650,2544,760,502,216,30,0,0,90338,0,10,58,0,29790,584,5816,4100,na,na,na,na,na,na,na,na,9740,1439.04,90338,90338,95574,313.0,0,8904,90120,83840,1209600,1572,4,6,0,73087.68,0,9653.76,0,0,0,0,0,4264,24638,53864,846,218,10,0,0,6,90338,na,1146,16,494,4740,2022,8754,64948,1698,22,0,242,216,74098,52350,0,8,0,42,74182,78,56,0,0,0,0,0,0,0,0,346,132,50,0,0,798,180,640,66,0,0,0,0,439080,52.22,48,11508,7032,3618,2214,5144,54016,306,2,0,0,0,0
neg,35704,na,2130706432,372,0,0,0,0,0,0,194,56122,1375928,806118,75400,788,1072800,0,0,0,0,0,1973858,1627954,477024,319524,0,0,0,0,1000,168,0,0,0,0,0,33988,771156,1184794,324612,0,1568,1358,4040,13920,129674,2163812,178,0,0,0,694078,490220,167122,135480,118040,113020,208072,387026,1492,0,2451008,48,96,110,32,1072800,38334,234390,239506,250400,215120,na,na,na,na,na,na,8960,35703.78,2451008,2451008,2452726,18965.0,1278,1266,29400,2314550,1209600,74162,4,90,0,1937783.04,0,375842.88,62,470,0,0,0,426,410552,1366066,514524,19878,2948,156,18,30,2451008,na,2016,290,94200,207314,110668,1537836,355300,6606,318,2,614,518,1931892,3874,0,114,0,24,1961442,1432,236,0,0,0,0,0,0,0,0,24120,33464,14336,0,0,65350,11752,4336860,450854,0,0,0,0,5703780,757.12,568,390300,357962,277570,140484,275540,223458,216692,163592,265012,3940,0,0
neg,1106,na,64,50,0,0,0,0,0,0,178,9934,67384,3828,0,0,33466,0,0,0,0,0,79326,66278,34634,6750,0,0,0,0,84,64,0,0,0,0,0,0,61498,19826,0,0,248,94,172,206,6926,72990,688,0,0,0,46468,22612,8610,3072,348,112,66,36,0,0,114000,0,28,104,0,33466,1114,23086,11368,na,na,na,na,na,na,na,na,34040,1105.11,114000,114000,117270,271.0,114,10922,113460,81324,1209600,2158,0,10,0,61584,0,19557.12,0,0,0,0,0,4352,49458,24776,2436,254,48,0,0,8,114000,na,388,42,96,5030,1554,13090,56932,3940,252,0,90,246,60426,40220,0,72,0,16,63038,168,116,0,0,0,0,0,0,0,0,724,238,74,0,0,626,224,10400,1110,0,0,0,0,105120,187.06,140,21066,11686,2778,824,3526,41284,126,18,16,0,0,0
neg,30902,na,270,348,0,0,0,0,0,0,28022,252238,1113514,463486,1278,0,938568,0,0,0,272,642,1763592,1628576,201782,110460,0,0,0,0,334,58,0,0,0,0,0,6396,518582,1282532,51024,0,11188,2352,4172,6482,687364,1146756,204,8,6,2,701614,335604,197616,140448,120250,111110,136486,103654,11648,102,1965964,52,16,44,38,938568,20758,111872,88008,118820,na,na,na,na,na,na,na,79400,30902.3,1965964,1965964,1961866,12521.0,54312,72706,752440,1858528,1209600,42932,158,52,0,1734720,0,118873.92,0,0,0,0,5208,102036,721358,904758,116422,7348,1376,26,6,4,1965964,na,3992,260,32100,71188,69924,1580530,98294,2244,0,0,526,556,827214,140884,0,12704,0,0,1578286,794,44,0,0,0,0,0,0,0,0,11816,14788,3086,0,0,57718,7890,2784280,400468,0,0,0,0,27686360,444.62,664,129534,315746,256076,130862,299450,436166,167646,66906,56076,72,0,0
neg,30170,na,2130706432,354,0,0,0,0,0,0,21768,667074,1130354,227414,8582,0,861136,0,0,0,0,0,1832634,1559614,296212,232580,0,0,0,0,1074,170,0,0,0,0,0,10402,846198,804092,394500,0,3370,310,620,21528,1052006,935552,41806,0,0,0,592680,541230,213292,130584,90556,72630,109854,301332,3034,0,2129320,3018,3432,544,4,861136,25020,156184,137964,173360,na,na,na,na,na,na,na,118520,30170.41,2129320,2129320,2131598,14274,11650,89274,914840,2055192,1209600,58652,2,58,0,1805446.08,0,246116.16,0,0,0,0,0,144326,825462,864124,208048,10270,2698,264,0,4,2129320,na,5352,458,39178,76616,73002,1387862,451806,20790,128,0,576,482,1058122,464240,0,212496,0,26,1820950,1252,102,0,0,0,0,0,0,0,0,16032,44696,13046,0,0,30720,3704,18468140,1958990,0,0,0,0,421860,740.38,946,260670,332040,291762,158614,664186,347000,758,82,80,0,0,0
neg,16778,0,34,24,0,0,0,0,6724,271350,887872,303632,62818,1412,0,0,684730,0,70,0,82766,120836,1354638,1274510,397272,119644,0,0,0,0,8,8,0,0,0,0,0,0,6490,752016,775302,0,4118,1568,2466,3890,5236,532712,704190,269700,9928,0,861608,222636,108132,81490,56534,43402,33056,26426,13816,86708,1834976,1270,84,1606,0,684730,14700,184884,211830,301040,na,na,na,na,na,na,na,93660,16777.64,1834976,1834976,1816494,6748,114,60148,622240,1534404,1209600,36480,100,48,0,978509.76,250566.72,302870.4,150,428,70,39922,466068,429598,477660,113046,6626,724,94,0,4724,8252,1834976,0,3166,336,264186,175456,157988,596234,331032,5368,42,0,78,8,39084,328984,0,418,0,0,1005194,2560,244,0,0,1000,364270,0,0,0,0,8040,3664,662,2697456,295810,46020,5798,2540040,271360,1613442,19188,0,0,0,1201.06,844,567472,250046,120574,49988,81564,105332,118612,236880,3340,0,0,0
neg,6,0,4,4,0,0,0,0,0,0,2,0,2404,0,0,0,534,0,0,0,0,0,8984,8144,6426,174,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2406,0,14,2,12,848,130,158,1242,0,0,0,1382,120,38,40,56,22,54,396,128,170,15416,0,4,6,0,534,64,6010,410,na,na,na,na,na,na,na,na,6380,5.15,15416,15416,18210,18,0,1510,15320,2420,1209600,98,2,4,0,570.24,0,875.52,0,6,0,0,0,0,1378,404,624,0,0,0,0,0,15416,0,982,8,6,4,4,814,380,208,0,0,4,0,646,136,0,0,0,0,658,16,46,0,0,0,0,0,0,0,0,74,0,0,500,96,36,10,1460,146,15592,12,0,0,0,0.5,14,1890,314,66,18,10,24,46,38,0,0,0,0
neg,926,na,40,36,0,0,0,0,0,0,68,6290,48528,15816,88,0,30238,0,0,0,0,0,128320,123162,7606,3332,0,0,0,0,18,6,0,0,0,0,0,0,40878,16952,12960,0,108,638,814,20072,38424,10698,36,0,0,0,32758,23708,10678,2738,700,120,60,28,0,0,135940,0,10,6,0,30238,808,2672,4914,na,na,na,na,na,na,na,na,7440,926.65,135940,135940,139108,193.0,0,13490,135720,70790,1209600,2316,0,4,0,57651.84,6.72,13037.76,0,0,0,0,0,3046,20278,38332,8300,696,122,16,0,4,135940,na,128,16,46,12628,3136,37712,16190,934,0,0,68,104,59284,48,0,0,0,10,59352,78,78,0,0,0,8,0,0,0,0,366,142,72,0,0,1744,444,380,36,12424,94,0,0,0,52.12,54,13658,7966,8498,24810,13596,1810,426,26,0,0,0,0
neg,58450,na,0,na,0,0,0,0,0,0,2546,126498,2791374,645196,2702,0,1779430,0,48,0,0,0,3231556,2935062,459084,239032,0,0,0,0,0,0,0,0,0,0,0,18038,788410,2709286,52582,0,5562,3298,4960,11826,2070116,1472536,16,2,0,0,1328856,613602,366384,244394,177900,172470,258594,335998,69882,236,3691200,132,32,1178,214,1779430,44998,221250,237044,130320,168760,145380,na,na,na,na,na,8360,58450.09,3691200,3691200,3649608,25579.0,453276,1260,55380,3568316,1209600,0,na,na,na,3276083.52,0,287539.2,na,na,0,0,0,2290,1252594,2012902,275716,20398,4270,146,na,0,3691200,na,3784,542,163794,167634,462400,2711380,57442,1340,0,0,na,na,na,na,na,na,na,na,na,1878,170,0,0,0,0,0,0,0,0,22086,39082,6896,0,0,133274,20952,7484780,1326722,0,0,0,0,438950,na,na,303990,669596,459000,227912,520232,528012,391114,224960,243500,0,0,0
neg,6664,na,442,372,0,0,0,0,0,0,1934,154132,174652,42736,150,0,148422,0,0,0,0,0,358690,338036,32512,15724,0,0,0,0,238,1124,0,1108,4868,4738,10154,17394,128262,88704,118376,0,3188,88,110,144,18506,351538,30,0,0,0,142640,209196,17952,2556,596,396,266,2,0,0,391270,8,838,464,0,148422,2898,19040,13428,na,na,na,na,na,na,na,na,31940,6663.97,391270,391270,397988,1146,0,38804,390520,373604,1209600,8986,4,10,0,348424.32,16.32,21964.8,0,46,0,0,0,42294,196810,99384,33756,1060,296,4,4,14,391270,na,3392,60,208,18672,5812,284154,59306,1992,8,0,560,2156,349276,211638,0,2,0,26,349350,230,66,0,0,0,18,0,0,0,0,1436,1164,516,95628,12478,6448,1312,2740740,274266,135954,128,0,0,5663960,141.92,150,27912,41104,26998,15358,33542,207808,15986,4584,312,0,0,0
neg,24,0,4,2,0,0,0,0,0,0,8,2954,5120,0,0,0,904,0,0,0,0,0,10838,9242,12268,866,0,0,0,0,16,10,0,0,0,0,0,0,0,0,8082,0,64,24,84,978,92,1834,5006,0,0,0,6348,580,110,90,58,244,456,76,26,94,23118,0,4,0,0,904,168,9920,2268,na,na,na,na,na,na,na,na,12080,24.9,23118,23118,25722,32,0,2262,22920,8114,1209600,442,2,2,0,4643.52,192.96,2177.28,2,8,0,0,0,1060,5620,974,428,0,0,0,14,18,23118,0,1170,18,18,6,752,786,4030,1244,58,0,2,14,4810,230,0,0,0,0,4930,42,74,0,0,110,354,0,0,0,0,212,0,0,0,0,110,24,12280,1232,0,14,0,0,0,0.82,40,3778,3998,58,4,26,38,78,102,0,0,0,0
neg,418066,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,418065.42,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
neg,4,0,2,2,0,0,0,0,0,0,4,0,2092,0,0,0,380,0,58,0,0,0,11296,10552,4692,60,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2096,0,16,4,12,298,794,50,922,0,0,0,1046,76,218,70,44,476,108,54,4,0,15992,0,2,0,0,380,44,4292,396,na,na,na,na,na,na,na,na,4660,4.62,15992,15992,17774,13.0,0,1566,15900,2108,1209600,66,2,2,0,400.32,0,615.36,0,6,0,0,0,0,1262,328,506,0,0,0,0,6,15992,0,1106,4,4,2,2,558,238,182,0,0,2,12,478,132,0,2,0,0,478,12,46,0,0,0,0,0,0,0,0,58,0,0,0,0,4,2,680,60,0,0,0,0,0,50.5,12,1736,210,38,12,24,28,18,30,0,0,0,0
neg,10982,2,2130706432,50,0,0,0,0,0,0,364452,436286,24542,0,0,0,82308,0,0,0,2728,4528,765656,662048,280924,79374,0,0,0,0,22,58,0,0,0,0,0,0,1984,188712,634584,0,5134,5278,6292,7196,11298,790082,0,0,0,0,352270,214032,138936,64742,23690,12034,7988,6470,3738,1380,1049716,746,72,746,8,82308,9910,154204,126142,na,na,na,na,na,na,na,na,277460,10982.41,1049716,1049716,1037876,3282,0,103088,1045600,826536,1209600,40666,8,70,0,688942.08,0,134040,288,1032,0,0,136700,547222,129348,7852,2496,1208,452,2,4,16,1049716,0,3784,532,92114,46712,30324,537888,103114,10636,176,0,38,98,708940,296054,0,64,0,0,709362,1798,408,0,0,0,0,0,0,0,0,11110,910,184,943790,124808,31896,4286,4361080,435984,919444,7592,0,0,0,15.92,1282,145294,197928,95614,25868,47926,193118,103780,15186,566,0,0,0
neg,57990,0,364,242,0,0,0,0,6626,856764,2530878,368462,14310,0,0,0,1530218,0,0,0,341234,516522,2625742,2324228,1446070,509808,6,0,0,0,400,790,0,0,0,0,0,0,0,758426,3018614,0,3506,1164,2348,3706,7270,1317070,2069300,345522,27154,0,1509174,917440,508300,244278,180930,100786,72732,60934,34984,147482,4413668,3908,2520,5424,0,1530218,43776,607182,837480,385260,378420,436940,na,na,na,na,na,240420,57990.04,4413668,4413668,4475088,18315.0,46,73754,779460,3778964,1209600,95136,0,240,0,2910536.64,0,864217.92,54,994,280,35094,1011252,846284,1546652,326982,9022,1356,118,0,14,54,4413668,0,5050,696,393256,505478,126372,2488088,252182,5852,66,0,710,1180,2889464,1590876,0,262,0,0,3003588,12922,11088,0,0,0,0,0,0,0,0,32034,9858,1882,4172380,639250,103108,17002,11520,1298,4292046,22530,0,0,17990040,1681.98,1826,908680,406936,273578,103410,192304,126464,360482,1384986,20118,82,0,0
neg,182136,0,298,164,0,0,0,0,31260,2408030,4697378,3147338,854824,104268,10998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,3242,0,0,0,0,0,0,32410,5202500,6019186,0,14236,7722,13132,22314,44550,7172960,1941900,2036204,1078,0,4483510,2688156,1173814,697446,639626,407694,304574,275224,171362,412690,0,1288,4810,10202,12,0,0,0,0,na,na,na,na,na,na,na,na,0,182136.57,0,0,11724170,57160,620,0,0,11258968,1209600,286246,0,474,0,9115978.56,0,2134112.64,118,2982,3332,183622,2040408,2225094,4251058,2090652,412876,43496,3486,72,4112,4288,0,0,15858,1880,826112,931334,604136,7876424,958614,39362,376,0,212,5296,9083720,4373990,0,540,0,0,9264070,11102,1652,0,0,0,0,0,0,0,0,0,33450,5924,17697366,2918932,328860,60788,39220,21300,11262232,42828,0,0,3247370,4911.94,4382,2193738,1158770,1000546,470152,928976,540708,704092,4229608,27472,34,0,0
neg,43326,na,188,124,0,0,0,0,0,0,1422,340436,2089310,664266,33008,2586,1360900,0,0,0,0,0,2606584,2046164,801886,472760,0,0,630,0,710,216,0,0,0,0,0,51346,231764,1316066,1531852,0,3866,2332,3896,80848,2134946,905112,28,0,0,0,1056498,811800,302982,257726,236920,193612,149246,119006,3238,0,3409296,348,2568,1776,24,1360900,49402,415192,381518,281820,315840,na,na,na,na,na,na,196440,43325.74,3409296,3409296,3386056,18586,598,92268,981560,3131028,1209600,94134,0,234,0,2696720.64,0,433097.28,0,0,0,0,0,73940,1088818,1520766,420846,23256,3278,124,0,8,3409296,na,4700,616,21114,243036,103910,1959592,774310,23440,310,0,320,532,2681134,63404,14,362,0,0,2729422,1936,268,0,0,0,0,0,0,0,0,28806,46036,9096,0,0,117486,17518,57960,8400,0,0,0,0,42325720,1509.44,1374,457616,649674,420350,226500,657746,550410,148646,19344,742,0,0,0
neg,94,na,120,58,0,0,0,0,0,0,5700,8362,2102,0,0,0,6748,0,0,0,148,324,16492,12830,14752,1326,0,0,0,0,106,100,0,0,0,0,0,0,0,1088,15076,0,1132,50,76,112,778,14016,0,0,0,0,10550,3706,394,346,264,136,138,604,26,0,31412,2,8,0,0,6748,416,10548,4170,na,na,na,na,na,na,na,na,14480,93.17,31412,31412,32250,59.0,698,2974,31080,16164,1209600,1010,0,2,0,9632.64,0,5441.28,2,18,0,0,1844,11128,1854,1294,38,6,0,0,8,14,31412,na,1096,16,52,282,1496,11206,2016,0,0,0,156,172,6404,1280,0,0,0,0,10334,90,264,0,0,0,0,0,0,0,0,304,0,0,7246,2788,404,108,9740,2120,7226,106,0,0,0,62.84,66,7062,5728,1190,246,438,674,380,444,2,0,0,0
neg,51578,na,66,66,0,0,0,0,0,0,1208,186180,2428564,835068,20008,0,1404800,0,60,0,0,0,3359822,3105104,521122,192224,0,0,0,0,198,42,0,0,0,0,0,18530,1172342,1248798,1031358,0,5738,7694,15834,43994,2606672,791088,8,0,0,0,1172722,870440,384544,294402,231072,174746,196326,146776,0,0,3881610,606,388,282,10,1404800,26238,357118,161982,146620,161260,186340,na,na,na,na,na,20000,51577.89,3881610,3881610,3856608,21146,1794,16178,244080,3471028,1209600,99812,2,88,0,2951172.48,0,515447.04,0,0,0,0,0,4152,945666,2078728,416414,21382,4628,58,8,16,3881610,na,4874,600,59222,286978,133186,2462450,508954,14524,240,0,86,130,2967894,85154,0,3840,0,50,2990824,2308,422,0,0,0,0,0,0,0,0,15976,38756,16356,0,0,60058,11444,11186180,1133172,0,0,0,0,39238010,1220.64,1402,544002,597448,487598,236284,452128,384782,343638,200346,218416,6386,0,0
neg,10980,na,514,462,0,0,0,0,0,0,0,0,0,0,0,0,308714,0,0,0,37302,59698,871786,855516,132574,27798,0,0,0,0,1806,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042016,40,66,414,2,308714,5432,70578,61430,na,na,na,na,na,na,na,na,130020,10979.63,1042016,1042016,1006,0,556,102648,1038720,0,1209600,15848,0,34,0,625280.64,0,305040,0,0,0,0,0,0,0,0,0,0,0,0,2,44,1042016,na,0,0,0,0,0,0,0,0,0,0,774,1198,517842,197860,0,8,0,18,632346,754,110,0,0,0,0,0,0,0,0,3966,678,242,0,0,10316,2254,966440,98550,198268,366,0,0,9814160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,31624,na,na,na,0,0,0,0,0,0,2876,850762,1194724,121624,816,0,1146114,0,0,na,0,0,2060388,1954324,171912,81484,0,0,0,0,0,0,0,0,0,0,0,16512,675318,501478,977494,0,3522,1330,1620,3868,413026,1726702,20734,0,0,0,796216,396606,212074,161440,159812,262916,174002,7736,0,0,2232528,0,234,354,100,1146114,16968,82350,88784,105600,0,0,0,0,0,0,0,63100,31624.61,2232528,2232528,na,13690,214022,na,1019480,na,1209600,0,na,na,na,1841923.2,0,324174.72,na,na,0,0,0,147992,1305900,627888,76400,9854,2570,198,na,0,2232528,na,3282,256,36468,262640,103494,857110,898158,9368,26,0,na,na,na,na,na,na,na,na,na,1364,162,na,na,na,na,na,na,na,na,8098,20482,5936,0,0,61368,11534,2018460,991448,0,0,0,0,na,na,na,336840,379318,290304,156280,354048,291190,204588,106392,51842,0,0,0
pos,303560,na,na,na,na,na,2530,207378,1461466,6325628,8707336,7438044,2814886,548782,46508,0,8696630,1812,78,na,2805926,4681846,17485850,16690996,7645456,3074562,na,0,0,0,na,na,0,0,0,0,0,0,8492,17577914,9966152,0,81358,54598,95796,514708,25410824,1395260,6,4,2,2,5511434,6858018,4588314,2727594,2259526,1707326,1219428,983704,588362,1108852,27937890,na,na,na,na,8696630,383628,2007070,5632900,514980,369860,314800,311620,325140,356940,339580,364080,42080,303559.62,27937890,27937890,27797356,127104,na,na,96860,27552558,1209600,na,na,na,na,19238295.36,0,8309904.96,na,na,252016,2486282,6605040,7214216,6383904,3849742,711398,46952,2982,26,na,na,27937890,na,12090,2634,5538648,2558506,2478598,15470580,1461026,30476,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,233764,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8410608,5127596,4489428,1504242,2461374,2157360,2074690,1225080,102180,0,na,na
neg,4,na,4,2,2,6,0,0,0,0,42,3338,3094,596,0,0,2384,0,270,0,0,0,7578,4556,11524,1172,0,0,0,0,12,10,0,0,0,0,0,0,0,0,7066,0,1004,18,20,18,42,5964,0,0,0,0,6068,138,98,126,44,70,40,414,64,4,19110,0,4,0,0,2384,152,7878,3452,na,na,na,na,na,na,na,na,11380,3.56,19110,19110,21006,25.0,0,1976,18980,7084,1209600,246,0,0,0,1698.24,197.76,3934.08,7168,na,0,0,0,3148,2010,1844,64,0,0,0,2,8,19110,na,1018,4,18,120,1284,4238,384,0,0,0,2,48,994,110,0,2,0,0,2014,56,80,0,0,100,2732,0,0,0,0,198,0,0,284,70,28,10,2860,286,7366,14,0,0,0,0,0,5622,1220,54,20,24,38,40,48,0,0,0,0
neg,50590,na,160,na,0,0,0,0,0,383736,2125300,718536,25104,1148,0,0,1439056,542,0,0,153194,209842,2842918,2745728,979888,186414,16,0,0,0,176,52,0,0,0,0,0,0,33426,868198,2352200,0,3504,1724,2110,3626,266596,2976230,4,18,12,0,819206,1083442,487758,272354,158592,113552,106138,109438,60614,42730,3976458,10,14,42,2,1439056,39478,736616,242298,298620,240740,366220,1310700,1310700,1310700,1310700,1310700,69920,50590.29,3976458,3976458,3981064,19769.0,6172,31880,342900,3253824,1209600,0,na,na,na,2706768,76579.2,467133.12,na,na,0,91836,1293864,1659562,185190,18518,4118,714,22,0,na,0,3976458,na,2788,362,253606,356768,1121960,1517044,1296,0,0,0,na,na,na,na,na,na,na,na,na,2590,104,0,0,2210,77896,0,0,0,0,19752,35674,6338,9933086,1107716,124902,15024,5540120,579366,3645558,63406,0,0,10590300,na,na,558918,482684,347762,140820,273676,281190,510110,654494,4170,0,0,0
neg,40914,na,284,190,0,0,0,0,0,0,2088,577376,1579826,425194,6152,18,1276978,0,0,0,0,0,2353042,2081862,469232,200406,0,0,0,0,362,152,0,0,0,0,0,243756,1357468,833220,156210,0,2130,1272,1478,38146,1747478,799772,378,0,0,0,844764,630372,298076,245142,209518,171868,131092,59822,0,0,2822958,14,50,318,2,1276978,37340,273460,193910,184580,218040,na,na,na,na,na,na,60740,40914.07,2822958,2822958,2820186,16404,52780,36372,396700,2590654,1209600,83528,0,152,0,2360104.32,0,228401.28,0,0,0,0,0,120250,1402590,966146,91228,8328,2094,18,0,12,2822958,na,3980,624,6814,137908,75676,1304696,1029062,31500,394,0,324,452,2234476,59968,18,992,0,0,2391676,2076,356,0,0,0,0,0,0,0,0,18358,38944,6696,0,0,95082,19798,412340,132640,2785444,2202,0,0,1628620,1265.34,1354,253334,460274,414056,203506,396568,346042,199902,127252,186664,3056,0,0
neg,80540,na,500,424,0,0,0,0,0,14,303712,2748102,1757516,124300,3102,0,2140910,0,0,0,5506,8210,4546790,4089742,663368,362396,0,0,0,0,638,240,0,0,0,0,0,66762,1481530,1357150,2031304,0,10212,7830,12378,35772,2163408,2706744,400,0,2,0,1496106,1318864,518292,392126,267948,195762,207932,535670,4046,0,5216678,116,932,632,22,2140910,44202,323912,332372,134580,157520,151920,158360,na,na,na,na,50400,80540.91,5216678,5216678,5159214,31242,1986,30772,366680,4936746,1209600,130324,4,100,0,4191764.16,0,739722.24,0,0,0,0,64732,1154598,2469894,1142084,91054,11926,2396,62,1026,1070,5216678,na,9196,940,123934,259026,235790,3323788,941414,42560,98,0,716,674,4195776,410918,0,78512,0,54,4236604,2732,254,0,0,0,0,0,0,0,0,25444,60870,11916,0,0,184532,30232,84600,9786,0,0,0,0,21392090,2655.58,2276,775734,621334,498954,267474,566674,594064,563364,583392,465466,290,0,0
neg,14,0,10,na,0,0,0,0,0,0,1114,2384,1152,0,0,0,1318,0,0,0,0,0,11636,10058,8880,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4650,0,30,2,4,1044,92,1808,1670,0,0,0,3186,228,86,74,110,228,520,82,42,94,20534,0,8,8,0,1318,118,7764,1112,na,na,na,na,na,na,na,na,8820,13.04,20534,20534,22096,24,18,1988,20380,4676,1209600,0,na,na,na,1737.6,142.08,1657.92,0,10,0,0,70,2304,1186,1070,20,0,0,0,na,6,20534,0,1166,10,6,12,528,1346,1180,370,32,0,na,na,na,na,na,na,na,na,na,28,84,0,0,10,144,0,0,0,0,110,0,0,0,0,96,20,12480,2120,0,8,0,0,0,0.54,24,3040,1252,114,46,102,84,8,4,0,0,0,0
neg,10,0,0,0,0,0,0,0,0,0,2,1046,3092,0,0,0,1328,0,0,0,0,0,5008,3738,14904,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4140,0,94,32,66,664,482,2794,8,0,0,0,2824,456,100,48,40,98,36,420,30,88,19918,0,0,0,0,1328,116,13850,1042,na,na,na,na,na,na,na,na,14800,10.08,19918,19918,22568,31.0,0,1930,19800,4174,1209600,0,2,4,0,1801.92,16.32,1405.44,4,16,0,0,0,708,1386,1674,372,0,0,0,14,0,19918,0,962,8,46,14,1298,1074,672,66,0,0,0,102,1600,86,0,2,0,0,1970,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,34,2510,1452,46,12,112,6,2,0,0,0,0,0
